121.625309,31.263116,13.9,89.3
121.625556,31.263120,18.3,89.3
121.625772,31.263122,15.8,89.3
121.625989,31.263123,20.0,89.7
121.626208,31.263123,19.2,90.1
121.626428,31.263123,20.6,90.1
121.626647,31.263123,20.3,90.1
121.626866,31.263122,20.6,90.1
121.627085,31.263122,16.4,90.1
121.627304,31.263122,20.3,90.1
121.627554,31.263122,20.3,90.1
121.627805,31.263121,20.3,90.1
121.628054,31.263121,20.3,90.1
121.628272,31.263121,16.1,90.1
121.628489,31.263121,17.5,90.1
121.628674,31.263120,14.7,90.1
121.628859,31.263120,15.6,90.1
121.629044,31.263120,15.6,90.1
121.629291,31.263120,22.2,90.1
121.629538,31.263119,19.7,90.1
121.629681,31.263119,13.3,90.1
121.629822,31.263119,12.2,90.2
121.630013,31.263116,15.0,90.8
121.630204,31.263114,17.2,90.8
121.630427,31.263111,18.1,90.8
121.630649,31.263108,20.0,90.7
121.630730,31.263249,17.2,30.2
121.630737,31.263427,18.6,2.0
121.630738,31.263558,14.4,.6
121.630737,31.263746,20.0,359.7
121.630736,31.263961,20.8,359.7
121.630735,31.264149,16.7,359.7
121.630734,31.264337,20.0,359.7
121.630733,31.264525,18.9,359.7
121.630732,31.264713,20.3,359.7
121.630730,31.264955,25.8,359.7
121.630729,31.265143,18.9,359.7
121.630729,31.265330,20.8,359.9
121.630731,31.265516,19.7,.5
121.630733,31.265729,19.7,.5
121.630734,31.265915,19.7,.5
121.630736,31.266074,14.2,.5
121.630737,31.266234,16.9,.5
121.630895,31.266366,18.3,50.0
121.631115,31.266366,16.9,90.1
121.631329,31.266364,18.1,90.5
121.631511,31.266362,16.9,90.7
121.631693,31.266359,13.9,90.7
121.631875,31.266357,14.4,90.7
121.632057,31.266355,17.2,90.7
121.632308,31.266354,23.1,90.1
121.632560,31.266354,20.3,90.1
121.632808,31.266354,20.3,90.1
121.632992,31.266354,16.1,90.1
121.633205,31.266350,18.9,90.8
121.633415,31.266343,18.1,92.0
121.633624,31.266343,19.4,90.1
121.633804,31.266342,14.2,90.1
121.633950,31.266342,12.8,90.0
121.634094,31.266342,14.2,90.0
121.634296,31.266342,15.6,90.1
121.634498,31.266342,18.1,90.1
121.634700,31.266341,19.2,90.1
121.634967,31.266341,22.8,90.1
121.635222,31.266341,22.5,90.1
121.635437,31.266338,19.7,90.7
121.635651,31.266335,20.6,90.7
121.635865,31.266332,16.4,90.7
121.636080,31.266330,20.3,90.7
121.636291,31.266359,18.9,82.2
121.636513,31.266368,18.9,87.7
121.636731,31.266365,18.1,90.8
121.636948,31.266362,18.9,90.8
121.637166,31.266359,19.2,90.8
121.637368,31.266334,17.8,96.9
121.637574,31.266316,19.4,95.2
121.637761,31.266314,16.7,90.6
121.637980,31.266311,18.1,90.6
121.638229,31.266308,21.4,90.6
121.638504,31.266306,22.8,90.5
121.638758,31.266305,23.6,90.3
121.638976,31.266300,20.0,91.1
121.639162,31.266297,17.2,91.1
121.639366,31.266209,19.2,113.2
121.639492,31.266042,21.1,143.1
121.639556,31.265857,20.6,160.8
121.639555,31.265669,20.3,180.4
121.639554,31.265507,17.5,180.4
121.639553,31.265345,15.8,180.4
121.639552,31.265210,14.4,180.4
121.639551,31.265049,14.4,180.4
121.639550,31.264887,14.4,180.4
121.639549,31.264752,14.7,180.4
121.639548,31.264590,17.5,180.4
121.639546,31.264428,15.0,180.4
121.639545,31.264267,14.4,180.4
121.639544,31.264132,14.4,180.4
121.639543,31.263970,14.4,180.4
121.639542,31.263835,14.7,180.4
121.639541,31.263646,20.8,180.4
121.639540,31.263458,20.8,180.4
121.639539,31.263269,16.7,180.4
121.639537,31.263080,18.1,180.4
121.639539,31.262893,16.7,179.6
121.639544,31.262762,13.6,177.7
121.639550,31.262605,16.4,177.7
121.639558,31.262395,21.9,177.7
121.639577,31.262162,25.3,175.3
121.639674,31.261947,21.9,155.7
121.639706,31.261742,19.4,171.2
121.639705,31.261581,17.5,180.2
121.639704,31.261394,17.8,180.2
121.639704,31.261233,17.8,180.2
121.639703,31.261073,17.8,180.2
121.639702,31.260885,19.2,180.2
121.639702,31.260725,16.4,180.2
121.639701,31.260564,16.4,180.2
121.639700,31.260377,17.8,180.2
121.639700,31.260216,15.0,180.2
121.639699,31.260083,14.4,180.2
121.639699,31.259976,11.7,180.2
121.639698,31.259788,18.6,180.2
121.639697,31.259601,17.2,180.2
121.639697,31.259414,18.1,180.2
121.639697,31.259227,19.4,180.0
121.639697,31.259067,16.7,180.0
121.639696,31.258907,16.7,180.0
121.639697,31.258758,13.9,179.9
121.639697,31.258572,20.3,180.0
121.639697,31.258412,17.5,180.0
121.639697,31.258253,17.8,180.0
121.639697,31.258067,16.9,180.0
121.639697,31.257881,18.9,180.0
121.639697,31.257725,16.1,180.0
121.639697,31.257542,17.8,180.0
121.639697,31.257360,17.5,180.0
121.639697,31.257201,14.7,180.0
121.639697,31.257066,13.9,180.0
121.639697,31.256878,18.1,180.0
121.639697,31.256690,16.7,180.0
121.639697,31.256529,16.7,180.0
121.639697,31.256368,16.7,180.0
121.639697,31.256207,16.7,180.0
121.639697,31.255992,22.2,180.0
121.639697,31.255777,22.2,180.0
121.639697,31.255589,20.3,180.0
121.639697,31.255401,19.2,180.0
121.639697,31.255213,18.9,180.0
121.639697,31.255052,16.4,180.0
121.639696,31.254891,16.4,180.2
121.639695,31.254704,17.2,180.2
121.639695,31.254543,14.4,180.2
121.639694,31.254383,17.2,180.2
121.639693,31.254168,20.0,180.2
121.639692,31.254008,17.2,180.2
121.639692,31.253847,17.2,180.2
121.639691,31.253687,17.2,180.2
121.639690,31.253499,20.3,180.2
121.639689,31.253312,18.1,180.2
121.639689,31.253151,17.8,180.2
121.639688,31.252991,17.2,180.2
121.639687,31.252803,18.6,180.2
121.639687,31.252619,19.7,180.1
121.639687,31.252463,16.1,180.0
121.639687,31.252306,16.7,180.0
121.639687,31.252150,16.4,180.0
121.639687,31.251961,20.0,180.1
121.639686,31.251800,16.9,180.1
121.639686,31.251585,23.9,180.1
121.639685,31.251396,18.3,180.1
121.639685,31.251208,19.7,180.1
121.639685,31.251073,12.8,180.1
121.639684,31.250885,16.9,180.1
121.639684,31.250696,19.7,180.1
121.639684,31.250508,20.3,180.1
121.639683,31.250347,17.5,180.1
121.639683,31.250158,17.2,180.1
121.639682,31.249970,19.7,180.1
121.639682,31.249808,16.9,180.1
121.639682,31.249674,13.9,180.1
121.639681,31.249512,14.7,180.1
121.639681,31.249404,11.7,180.1
121.639681,31.249243,16.1,180.1
121.639680,31.249081,16.7,180.1
121.639680,31.248920,16.7,180.1
121.639680,31.248732,18.1,180.1
121.639679,31.248543,20.8,180.1
121.639679,31.248328,21.7,180.1
121.639678,31.248059,26.1,180.1
121.639678,31.247897,17.8,180.1
121.639678,31.247736,15.0,180.1
121.639677,31.247574,17.5,180.1
121.639677,31.247413,14.7,180.1
121.639676,31.247252,16.4,180.1
121.639676,31.247091,16.4,180.1
121.639676,31.246903,17.2,180.1
121.639675,31.246742,17.2,180.1
121.639675,31.246500,22.8,180.1
121.639674,31.246312,20.0,180.1
121.639674,31.246151,14.4,180.1
121.639673,31.245990,17.2,180.1
121.639673,31.245802,18.9,180.1
121.639673,31.245641,17.5,180.1
121.639672,31.245480,16.9,180.1
121.639672,31.245319,15.3,180.1
121.639671,31.245104,20.3,180.1
121.639671,31.244916,20.8,180.1
121.639670,31.244728,20.6,180.1
121.639670,31.244567,16.9,180.1
121.639669,31.244352,19.7,180.1
121.639669,31.244137,19.7,180.1
121.639669,31.243976,17.5,180.1
121.639668,31.243868,11.9,180.1
121.639668,31.243734,13.3,180.1
121.639668,31.243632,10.6,180.0
121.639668,31.243504,12.2,180.0
121.639668,31.243358,15.8,180.0
121.639667,31.243173,18.6,180.1
121.639667,31.242985,20.0,180.2
121.639666,31.242770,20.0,180.2
121.639666,31.242582,18.6,180.2
121.639665,31.242394,20.0,180.2
121.639664,31.242179,22.8,180.2
121.639664,31.241990,16.9,180.2
121.639663,31.241829,14.7,180.2
121.639663,31.241668,16.4,180.2
121.639663,31.241507,16.7,180.2
121.639662,31.241319,17.8,180.2
121.639662,31.241158,17.8,180.2
121.639661,31.240996,17.8,180.2
121.639661,31.240835,15.6,180.2
121.639660,31.240701,13.3,180.2
121.639660,31.240566,14.7,180.2
121.639659,31.240405,17.5,180.2
121.639659,31.240217,17.2,180.2
121.639658,31.240056,17.2,180.2
121.639658,31.239868,18.6,180.1
121.639658,31.239679,20.6,180.0
121.639658,31.239517,15.3,180.0
121.639658,31.239329,16.7,180.0
121.639658,31.239168,16.9,180.0
121.639658,31.239033,13.6,180.0
121.639658,31.238872,18.1,180.0
121.639658,31.238684,16.7,180.0
121.639658,31.238523,17.8,180.0
121.639658,31.238362,15.3,180.0
121.639658,31.238174,16.7,180.0
121.639658,31.238013,16.7,180.0
121.639658,31.237852,16.7,180.0
121.639658,31.237690,15.8,180.0
121.639658,31.237556,14.7,180.0
121.639658,31.237421,14.2,180.0
121.639658,31.237260,16.9,180.0
121.639658,31.237099,16.9,180.0
121.639658,31.236937,16.9,180.0
121.639658,31.236776,14.2,180.0
121.639658,31.236641,15.0,180.0
121.639658,31.236480,15.0,180.0
121.639658,31.236319,17.2,180.2
121.639657,31.236105,20.0,180.2
121.639656,31.235971,13.1,180.2
121.639655,31.235810,16.9,180.2
121.639655,31.235649,16.9,180.2
121.639654,31.235515,12.5,180.2
121.639654,31.235408,9.7,180.2
121.639653,31.235300,9.7,180.2
121.639652,31.235140,16.9,180.2
121.639652,31.234952,17.2,180.2
121.639651,31.234791,14.4,180.2
121.639650,31.234684,11.7,180.2
121.639650,31.234523,17.2,180.2
121.639649,31.234362,15.0,180.2
121.639649,31.234229,13.6,180.1
121.639649,31.234098,12.2,180.0
121.639649,31.233966,13.6,180.0
121.639649,31.233808,16.4,180.0
121.639649,31.233650,13.6,180.0
121.639649,31.233491,16.4,180.0
121.639631,31.233333,14.2,186.4
121.639605,31.233174,16.9,189.5
121.639574,31.232989,18.3,189.5
121.639547,31.232830,17.8,189.5
121.639517,31.232645,20.0,189.5
121.639498,31.232487,17.2,186.9
121.639494,31.232331,15.8,181.4
121.639489,31.232149,20.0,181.4
121.639489,31.231946,20.0,180.0
121.639489,31.231738,21.1,180.0
121.639489,31.231579,15.6,180.0
121.639495,31.231399,19.7,178.3
121.639505,31.231196,20.6,177.0
121.639508,31.231012,16.4,179.0
121.639507,31.230824,17.8,180.5
121.639505,31.230636,20.0,180.5
121.639504,31.230448,16.9,180.5
121.639503,31.230314,12.8,180.5
121.639502,31.230233,8.6,180.5
121.639501,31.230152,7.8,180.5
121.639500,31.230045,10.6,180.5
121.639499,31.229911,14.7,180.5
121.639498,31.229749,14.7,180.5
121.639497,31.229588,17.2,180.5
121.639495,31.229427,14.4,180.5
121.639494,31.229239,18.6,180.5
121.639493,31.229077,15.8,180.5
121.639491,31.228889,17.5,180.5
121.639490,31.228728,15.8,180.5
121.639574,31.228526,20.0,157.3
121.639659,31.228351,18.6,154.1
121.639799,31.228201,18.3,137.1
121.639934,31.228106,16.4,125.2
121.640069,31.228011,15.3,125.2
121.640308,31.228050,21.1,80.6
121.640548,31.228090,21.4,80.7
121.640790,31.228132,20.0,80.1
121.640973,31.228165,14.4,79.9
121.641156,31.228198,17.8,79.9
121.641372,31.228238,19.2,79.3
121.641557,31.228274,16.4,79.1
121.641743,31.228310,15.8,79.1
121.641979,31.228357,21.4,78.6
121.642208,31.228405,20.6,78.3
121.642378,31.228437,15.0,79.4
121.642301,31.228587,18.1,332.7
121.642159,31.228787,25.0,324.5
121.642077,31.228962,20.8,335.0
121.641995,31.229137,16.9,335.0
121.641907,31.229310,18.3,332.8
121.641831,31.229458,15.6,332.8
121.641743,31.229626,18.3,332.5
121.641654,31.229793,17.2,331.9
121.641564,31.229962,18.6,331.8
